O,X,X,X,O,X,L,O,O,O,O,O,O,X,O,X,L,X,O,L,L,L,O,O,O,O,O,X,O,O,L,O,O,O,O,X,X,O,O,O,O,O,O,X,O,X,O,X,L,O,O,O,O,O,X,L,O,O,O,X,O,L,L,O,O,O,O,L,O,O,L,O,O,O,L,O,O,X,O,O,O,O,L,O,L,O,X,O,O,O,O,O,O,X,O,X,X,L,L,O,X,O,O,O,O,X,O,O,O,L,O,L,O,L,O,O,L,O,O,O,O,O,O,X,X,O,O,X,L,X,O,O,O,O,O,O,X,X,O,O,O,L,O,L,O,O,O,X,L,L,X,X,O,L,X,O,O,O,O,X,O,O,O,X,O,O,L,L,X,X,X,O,O,O,O,X,L,O,X,O,X,O,X,L,O,X,O,O,O,X,O,X,O,O,O,X,L,O,L,O,X,O,O,O,O,L,O,L,L,O,O,O,O,L,O,L,O,O,O,O,O,L,X,O,O,O,O,L,X,X,L,O,X,O,X,O,X,X,O,O,X,O,O,L,O,O,O,O,O,L,O,O,O,O,L,O,O,O,O,O,L,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,O,O,O,O,O,O,O,X,O,O,L,L,O,O,O,O,O,O,O,L,L,O,O,O,O,L,L,O,O,O,O,O,O,O,L,L,O,O,O,O,L,O,X,X,O,O,O,O,X,X,O,O,X,O,X,X,O,O,O,O,O,O,O,L,O,O,O,O,L,O,O,O,O,O,X,O,X,O,O,L,X,O,O,O,O,L,X,O,X,X,O,O,O,O,O,O,O,O,O,O,O,L,O,O,O,O,L,O,X,O,L,O,O,L,O,O,X,X,O,L,O,O,O,O,X,O,L,L,O,O,X,O,O,O,L,O,O,X,O,X,L,L,O,L,O,O,L,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,L,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,O,X,O,O,O,O,O,O,O,L,O,X,L,O,L,O,O,O,O,X,L,O,L,O,O,O,O,X,O,O,X,O,X,O,O,L,O,O,O,O,
O,O,O,O,O,L,O,X,O,X,O,O,X,O,O,O,O,O,O,O,O,L,O,O,O,X,O,L,L,O,O,O,O,L,X,L,L,O,X,O,O,X,O,X,O,X,O,O,O,O,X,L,O,X,O,O,O,O,O,L,O,O,O,X,O,O,O,L,O,O,O,X,L,L,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O,L,X,X,O,O,L,X,O,O,L,O,X,O,O,O,O,O,O,O,O,X,O,X,O,X,O,O,L,O,O,X,O,O,O,O,O,O,X,L,O,L,O,X,X,L,L,O,O,O,O,O,O,O,X,O,X,O,X,L,L,O,X,X,O,L,L,L,O,O,X,O,O,O,O,O,O,O,L,X,O,X,O,O,O,X,O,O,O,O,X,X,O,O,O,X,L,O,O,L,O,O,O,O,O,O,O,L,X,O,O,L,L,L,O,O,O,L,O,L,L,O,O,L,O,L,O,O,O,O,X,O,L,O,O,L,O,L,O,O,O,O,O,O,O,X,L,O,O,O,X,L,L,O,X,O,O,O,O,X,X,X,O,O,O,L,O,O,O,O,O,O,X,O,O,O,O,O,L,O,O,X,O,O,L,O,O,X,O,O,O,X,O,L,L,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,L,O,L,X,O,O,O,L,X,O,O,O,X,X,O,O,X,O,O,O,X,L,X,O,O,X,O,O,O,L,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,L,X,X,O,O,O,X,X,X,X,O,O,O,O,O,X,X,O,X,X,O,O,L,O,L,O,O,O,O,X,X,O,L,L,O,X,O,X,L,O,O,O,O,O,O,O,X,L,O,X,O,O,O,O,O,O,O,L,O,X,L,O,X,O,L,O,L,O,X,O,O,O,X,L,O,X,O,O,O,O,O,X,O,O,O,O,L,O,L,X,L,O,O,O,O,O,X,O,O,L,O,O,X,O,O,O,X,X,O,O,O,O,X,O,O,O,O,O,O,O,L,O,L,O,O,X,O,X,O,L,L,L,L,O,O,O,L,O,O,O,L,O,O,O,L,O,O,O,O,O,L,O,O,
O,L,X,O,O,O,O,L,L,X,O,O,X,X,O,X,O,O,X,O,O,O,L,O,L,X,O,X,O,O,O,O,L,X,L,O,O,L,O,L,X,X,O,L,X,O,O,X,O,X,O,L,X,O,X,X,O,X,X,O,O,L,L,O,O,L,L,O,L,X,O,O,O,L,O,O,O,O,L,O,L,O,O,O,L,X,X,L,O,L,O,O,L,X,X,X,L,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X,O,L,O,O,O,O,O,L,O,X,L,L,O,O,X,O,O,O,O,O,O,L,O,L,O,O,O,O,X,X,X,X,X,X,L,O,X,X,X,L,X,X,X,O,L,O,O,X,L,O,X,O,O,O,O,O,O,O,L,O,O,O,O,X,O,O,O,O,L,X,O,O,O,O,O,L,O,O,O,O,O,O,O,O,O,O,L,O,O,O,O,O,L,O,O,O,L,O,O,O,O,X,L,L,O,O,L,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,L,L,O,O,X,O,X,O,O,X,O,O,X,L,O,O,O,L,O,L,O,O,O,O,X,O,O,O,L,L,O,O,O,O,O,O,O,O,X,O,L,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,O,L,X,L,O,O,O,X,O,O,O,O,O,X,L,O,O,L,O,L,L,O,O,O,X,O,L,L,L,X,L,O,X,O,X,L,X,O,O,X,L,O,O,O,O,O,O,L,O,O,X,O,X,X,O,O,O,O,O,O,O,X,X,X,O,O,L,L,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,L,L,O,X,O,O,O,O,O,X,O,O,O,O,O,X,L,X,O,L,X,O,L,O,L,O,O,O,O,O,O,O,O,L,O,X,O,O,L,O,O,L,X,O,O,O,O,L,L,O,O,X,L,O,O,X,O,O,L,O,O,O,X,X,L,X,X,O,O,O,X,X,X,O,L,O,X,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,L,X,X,X,O,O,O,O,L,X,O,X,L,L,L,X,L,O,O,
L,O,X,X,L,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,L,L,O,X,O,O,L,O,O,L,O,O,O,O,O,L,O,L,O,X,O,X,O,O,L,L,X,O,O,L,O,O,O,L,L,X,O,O,X,X,O,L,X,O,L,O,X,O,O,O,X,X,L,L,L,X,L,L,X,O,X,X,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,O,O,O,O,X,O,L,O,O,O,O,L,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,L,O,X,X,O,O,X,O,X,X,O,O,L,O,X,O,O,O,O,O,O,O,L,X,X,O,O,O,O,L,X,L,O,L,X,O,O,O,L,X,L,X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,L,O,O,O,O,O,O,O,X,O,O,L,O,O,O,O,L,X,X,X,O,O,O,O,O,O,O,O,L,X,L,X,L,O,O,O,O,O,O,O,X,O,O,O,O,L,O,O,O,X,L,L,O,L,L,L,O,O,O,O,O,X,X,L,X,O,X,O,X,L,X,O,L,L,O,X,O,O,O,O,O,O,O,O,X,O,X,L,O,L,X,O,X,X,O,O,O,X,L,X,O,O,O,O,L,X,O,O,L,X,X,O,X,O,O,O,O,O,O,X,L,O,X,X,O,O,L,O,L,L,O,O,O,L,O,X,O,O,X,O,O,O,L,X,L,O,O,L,O,X,X,O,O,O,O,O,L,O,O,O,O,O,O,X,O,O,L,X,O,O,L,O,O,L,L,O,X,O,O,X,X,O,X,L,O,O,O,O,X,X,O,O,O,X,O,O,X,O,X,X,X,O,O,O,O,X,X,O,O,L,O,L,O,L,X,L,X,X,X,X,O,O,O,X,L,O,O,O,O,X,O,X,L,O,O,O,O,X,O,O,L,O,O,O,L,L,X,O,O,O,O,O,L,X,O,X,O,O,O,O,O,O,X,X,O,O,L,L,O,O,L,O,X,O,O,L,X,L,O,L,O,L,L,O,O,O,O,O,O,O,O,O,O,
O,O,O,O,O,L,O,L,L,O,L,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,L,O,X,X,O,O,O,L,O,O,O,O,O,L,O,X,X,O,O,O,X,L,O,O,L,X,O,O,L,O,X,X,L,X,O,O,O,L,O,O,O,X,O,O,O,O,O,O,X,L,O,O,O,X,X,X,O,O,X,O,O,X,O,X,O,O,O,O,O,O,O,L,X,O,L,O,O,O,O,O,O,X,L,O,O,O,X,L,L,L,O,O,L,L,L,O,X,X,X,O,L,X,O,L,X,O,L,O,O,O,O,L,L,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,L,L,O,O,L,L,O,L,O,O,L,O,O,O,L,O,L,X,O,O,X,X,X,L,L,L,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,O,X,X,O,O,O,O,O,O,O,X,X,X,O,O,L,O,O,O,O,L,O,L,O,L,O,L,X,O,O,O,O,L,O,X,X,X,O,O,X,O,O,O,O,O,O,O,X,X,X,X,O,L,O,X,O,L,O,X,O,O,O,L,O,X,O,L,O,O,X,O,O,L,O,O,O,O,O,O,O,O,O,O,O,O,L,X,X,O,X,X,O,X,O,X,O,X,O,O,L,O,X,O,O,O,O,L,L,O,O,O,X,O,O,O,L,O,O,O,O,O,L,X,O,O,O,O,X,O,O,O,X,X,L,O,O,X,L,X,O,L,O,L,L,O,X,L,O,O,O,O,O,O,L,L,L,O,L,O,O,O,O,X,O,X,X,O,O,O,L,O,O,O,O,O,L,X,O,O,O,O,X,X,O,O,L,O,O,O,L,X,O,X,O,X,L,O,O,L,O,O,O,L,O,O,X,L,O,X,X,X,O,O,X,O,O,O,O,L,L,X,O,O,O,O,O,O,O,O,L,O,L,O,O,O,X,X,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,L,L,O,O,L,X,O,O,O,O,X,O,O,O,L,X,O,O,O,O,X,O,X,O,O,X,O,L,L,O,O,O,X,O,O,O,O,O,O,O,O,O,X,L,O,O,O,
O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,L,L,O,O,O,O,O,O,X,L,X,O,L,X,O,O,L,X,X,O,O,L,O,O,O,O,O,O,O,X,O,O,O,O,O,O,L,L,O,L,O,O,L,O,X,O,L,O,O,O,O,O,O,O,X,O,O,L,O,O,O,O,X,O,O,L,O,O,O,O,O,O,O,O,O,X,X,O,O,L,O,X,O,X,O,O,O,X,X,L,O,L,O,O,X,L,O,O,X,O,O,L,O,X,O,O,O,O,O,L,O,O,L,L,O,O,L,X,X,L,O,O,L,O,X,O,X,O,O,L,O,L,X,O,L,O,O,X,X,O,L,O,O,O,O,O,O,O,L,O,O,O,X,L,L,L,O,O,L,O,O,X,X,L,X,O,X,O,O,X,O,X,O,O,L,X,O,O,O,L,O,O,O,X,O,O,O,O,L,O,L,O,O,L,L,O,O,L,O,L,O,O,O,O,O,X,O,O,X,X,O,O,L,X,O,L,O,O,X,L,L,O,O,O,X,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,L,O,O,X,O,O,O,O,X,L,O,O,X,O,O,O,L,O,O,O,O,O,X,O,O,O,X,X,O,O,O,X,O,O,O,O,O,O,O,O,O,O,L,O,O,O,O,O,O,O,O,O,O,L,X,X,X,L,O,X,X,L,O,O,O,L,O,O,O,O,O,O,X,O,O,L,O,X,L,O,O,O,L,O,O,O,O,O,O,O,X,O,L,O,L,X,X,O,O,O,L,O,X,L,O,L,O,X,X,X,O,L,X,X,X,X,O,L,L,X,O,O,O,X,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,L,O,O,X,L,O,X,L,O,O,O,L,O,L,O,X,O,O,O,X,O,L,O,O,O,O,O,O,L,O,O,O,L,O,X,O,O,X,L,O,X,X,O,X,L,O,X,O,L,O,O,X,O,O,X,X,O,O,X,L,O,O,O,O,O,O,O,L,L,O,X,O,O,O,O,L,O,O,L,X,O,O,O,O,O,O,O,O,L,L,L,O,X,O,L,O,O,X,L,
O,X,L,X,X,O,O,X,L,O,O,O,X,O,O,X,O,L,O,X,O,O,X,O,O,O,O,O,O,L,O,O,O,L,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,O,X,L,X,O,O,O,O,O,O,X,O,O,X,O,O,X,L,X,O,O,X,L,L,O,O,O,X,O,O,L,O,O,O,O,X,X,O,X,O,X,O,O,O,O,X,O,O,O,O,L,O,X,L,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,X,L,O,O,L,L,O,X,O,O,L,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,O,O,O,L,L,O,O,L,X,O,X,O,O,O,L,O,O,O,O,O,O,O,X,L,O,O,O,X,L,O,O,L,X,O,X,O,O,L,O,X,O,O,O,O,O,O,X,O,X,O,O,O,O,O,X,O,L,O,O,X,O,O,X,X,L,O,O,L,O,X,O,O,O,X,X,X,L,O,O,O,O,O,O,O,L,O,X,O,L,O,O,L,O,X,O,X,X,O,O,O,O,X,O,O,X,X,O,O,O,X,L,O,O,X,O,L,O,X,X,X,O,O,O,O,O,X,L,O,O,O,O,L,X,O,O,X,O,O,O,L,L,O,O,O,L,L,X,X,O,X,L,X,O,O,O,O,O,O,O,O,X,O,X,O,O,L,O,O,O,O,L,O,O,O,L,O,X,O,L,O,X,O,L,O,O,O,X,O,O,O,L,O,L,L,O,L,O,O,O,O,L,O,X,O,O,X,X,X,O,O,X,O,O,L,O,X,O,O,X,O,X,O,O,O,O,L,O,L,O,O,X,O,O,X,L,O,O,O,O,O,L,L,O,O,O,O,O,O,L,O,O,L,O,O,O,X,O,O,X,O,O,X,O,O,L,O,L,O,X,O,X,X,O,O,X,O,L,O,X,O,O,O,L,L,O,X,O,O,X,X,O,X,O,O,X,O,O,O,X,O,X,O,L,L,O,O,L,O,O,O,O,O,L,L,O,L,L,X,L,X,X,O,O,O,X,O,O,O,L,L,O,O,X,L,L,O,O,O,O,O,L,L,X,O,O,O,O,O,O,L,O,O,O,O,O,
O,O,O,O,X,O,O,X,L,L,O,O,L,X,O,O,O,O,O,O,X,X,L,L,X,O,O,O,O,O,O,X,O,O,O,X,O,X,L,O,O,X,X,L,X,X,O,L,O,X,O,O,L,X,O,O,O,O,O,X,L,L,X,O,O,X,X,O,O,X,X,L,X,O,O,O,L,L,O,O,O,O,O,L,O,O,O,L,O,X,X,X,L,L,X,O,O,L,O,O,O,O,X,X,X,O,X,L,O,L,O,O,O,O,L,L,O,O,O,O,O,L,O,O,X,O,O,X,X,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,L,O,O,X,X,O,O,L,O,L,O,O,X,X,L,O,O,O,O,L,O,O,L,L,O,X,O,O,O,X,O,O,O,O,X,O,O,X,O,L,L,X,O,L,X,O,X,O,O,O,O,O,O,O,O,X,O,O,L,O,O,X,L,X,O,O,O,X,X,O,O,O,O,O,X,O,O,O,O,O,X,X,L,O,L,O,O,O,X,O,O,O,X,X,O,L,O,X,X,O,O,O,O,O,X,O,L,L,O,O,X,X,O,O,O,O,O,O,L,O,X,L,X,O,L,O,L,O,O,O,X,X,X,O,L,L,L,O,O,O,X,O,X,O,X,L,O,O,O,O,O,O,O,O,L,O,O,O,O,O,O,O,O,X,X,L,L,O,O,O,L,O,O,O,O,O,L,O,O,X,O,X,L,X,O,X,O,X,O,O,X,L,X,L,O,O,X,O,O,O,O,X,O,X,L,O,X,O,O,L,L,X,O,X,L,X,O,O,O,X,O,O,O,O,X,L,O,O,O,O,O,L,O,X,X,O,L,O,O,O,O,O,L,O,X,O,O,O,O,O,O,X,X,O,X,X,X,O,O,O,O,O,O,O,O,L,O,O,O,L,O,O,O,X,O,O,O,X,O,O,X,O,O,L,L,O,O,O,X,X,O,O,X,X,O,X,O,O,O,O,O,L,L,O,O,O,O,X,O,O,X,O,O,O,O,L,L,O,O,O,O,X,O,O,O,X,O,O,L,L,O,L,O,X,L,X,O,O,O,O,L,L,O,L,O,O,O,X,X,O,O,L,X,O,O,
O,L,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O,O,O,O,O,O,L,O,O,O,O,L,O,O,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,O,O,L,O,O,O,O,O,O,O,O,X,O,O,L,L,X,O,L,O,O,L,X,O,X,O,O,O,O,O,L,O,O,O,O,O,O,O,O,O,X,O,O,O,O,L,O,O,O,O,L,O,O,O,L,X,O,O,O,O,L,O,O,O,O,X,X,O,O,X,O,L,O,O,O,O,O,O,O,O,O,L,O,O,O,O,O,O,X,L,O,X,O,O,X,O,O,O,L,L,O,O,O,O,X,L,O,X,L,O,X,O,O,O,L,O,O,O,O,O,O,O,X,O,X,O,X,X,X,O,O,O,X,O,L,O,O,L,O,O,X,O,O,O,X,O,L,O,O,L,O,O,O,O,X,O,O,O,O,O,O,X,L,L,O,O,O,O,O,O,X,O,O,O,O,L,O,O,O,O,O,O,O,O,O,L,X,X,O,O,L,X,O,O,O,O,O,O,L,O,X,O,O,O,X,O,O,X,O,L,O,X,O,O,O,X,X,L,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,X,L,L,X,L,O,O,O,X,O,O,L,O,X,O,X,L,L,O,L,X,O,O,L,O,O,O,O,O,X,X,L,O,L,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,L,O,O,O,X,O,O,O,O,O,X,O,O,L,O,O,O,O,O,X,O,X,X,O,X,X,L,L,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,L,O,O,O,L,X,L,L,X,O,O,O,O,O,L,O,O,O,O,O,O,O,O,X,X,L,O,L,O,O,O,O,O,O,O,X,O,O,L,O,L,L,O,X,O,L,O,X,O,L,O,L,O,O,X,O,L,O,O,O,X,O,O,O,O,O,O,L,X,O,O,L,L,O,O,L,L,O,X,O,O,L,X,O,X,X,O,O,O,X,X,O,X,L,O,O,O,O,L,X,O,O,X,O,O,L,L,O,O,O,O,X,O,L,O,O,O,O,
O,L,X,X,L,X,O,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X,O,O,O,X,L,O,O,O,O,O,O,O,O,O,O,L,O,O,O,L,X,O,O,L,O,O,O,O,L,O,O,O,O,X,O,O,L,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,O,L,O,O,X,O,O,O,O,O,O,L,O,X,O,O,O,O,O,O,O,L,O,O,O,X,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,O,O,X,O,X,O,X,X,X,L,O,O,O,O,O,O,O,O,O,L,O,O,O,X,O,O,L,X,O,O,O,O,O,X,X,O,O,L,O,O,O,O,X,X,X,O,O,X,O,L,X,L,O,O,O,L,O,O,O,O,L,O,L,X,O,O,O,X,O,O,O,O,O,L,X,O,O,O,O,O,O,X,O,X,O,O,O,O,O,O,O,L,X,O,L,O,O,O,L,L,O,X,O,O,O,O,O,O,L,L,O,O,L,O,O,O,O,O,O,O,O,L,O,O,O,X,O,O,O,O,O,X,O,X,L,X,X,X,L,X,X,O,O,X,O,O,O,L,O,X,O,X,O,L,O,O,O,O,O,X,O,O,O,O,O,X,O,O,X,L,O,O,O,O,L,O,X,O,O,L,O,L,L,O,X,L,L,O,O,X,O,O,O,X,L,L,L,X,O,O,O,O,X,O,O,X,X,O,L,O,O,X,O,O,O,O,O,X,X,O,X,O,O,X,O,L,O,O,O,X,O,L,X,L,O,O,O,O,O,O,O,L,O,O,O,L,O,O,O,L,X,O,O,O,O,X,O,L,L,O,L,O,L,O,O,X,L,X,X,X,O,L,X,X,L,X,X,O,L,L,O,O,X,O,X,O,O,O,X,O,O,O,O,X,X,O,O,O,L,O,O,O,L,O,O,L,X,L,O,L,X,O,L,X,O,O,L,X,O,O,L,L,X,L,L,L,L,O,O,O,O,O,O,O,O,O,X,O,X,L,O,L,O,O,O,O,L,O,O,O,O,O,O,O,O,O,X,X,O,L,L,O,O,O,O,X,O,O,O,L,O,O,L,L,O,
O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X,L,O,O,O,L,L,O,O,O,L,O,O,O,X,O,L,O,L,X,O,O,O,O,X,X,X,O,L,O,O,O,O,L,X,L,X,O,X,X,L,O,L,O,O,O,X,L,X,L,L,O,O,X,O,O,L,O,O,O,O,O,O,O,O,O,O,O,O,L,L,L,O,X,O,L,O,O,O,O,X,O,O,O,L,X,O,X,X,O,L,L,X,O,O,X,O,L,O,O,O,O,X,O,O,O,O,O,O,O,X,L,O,O,O,O,X,L,O,O,O,O,O,X,X,O,O,X,O,O,O,O,O,L,O,O,O,O,O,O,O,O,O,X,L,O,O,O,O,O,X,X,O,O,L,X,X,O,O,L,X,O,L,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,L,X,L,L,O,O,O,O,L,O,O,X,O,L,O,X,O,O,O,O,O,X,X,O,O,X,X,O,L,X,O,O,O,O,L,O,L,O,O,O,O,O,X,O,O,X,X,O,L,L,X,L,X,L,L,O,L,X,O,X,X,O,O,O,O,O,O,X,O,O,O,X,L,O,O,X,O,O,O,O,O,X,O,O,X,O,O,X,L,O,L,L,O,L,O,O,O,O,O,O,X,X,O,O,O,L,L,O,O,L,O,O,O,X,O,X,O,X,O,X,O,O,O,X,O,O,X,O,O,O,O,X,O,X,L,O,O,O,O,L,X,O,L,L,O,O,O,O,X,O,O,O,O,O,X,O,X,O,O,O,O,O,O,L,O,O,O,X,O,O,O,X,O,O,O,X,O,L,O,O,X,X,O,O,L,O,O,O,O,L,X,O,O,O,O,O,O,X,O,O,L,X,O,X,L,O,O,X,O,X,O,L,O,L,O,O,O,O,O,O,O,L,X,X,O,X,X,X,L,O,X,O,X,X,O,O,X,O,O,O,X,L,O,X,O,X,O,O,O,O,O,X,L,O,X,O,L,O,X,X,O,O,O,O,O,L,O,X,X,O,O,L,O,L,X,X,O,O,O,L,O,X,O,L,X,O,X,O,O,O,O,O,O,O,L,O,O,O,L,O,O,L,O,O,O,
O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,O,X,O,O,O,L,X,O,O,O,O,O,O,L,X,X,X,O,O,X,O,O,O,O,O,O,O,L,O,O,O,O,O,O,X,O,O,X,L,O,L,X,X,O,O,O,O,O,O,L,O,O,L,O,O,O,L,X,O,O,O,O,O,X,X,X,O,O,X,X,O,X,O,O,L,O,O,L,O,O,O,O,O,X,O,O,X,O,O,O,X,O,O,O,O,O,O,L,L,O,O,O,O,O,O,O,O,L,O,O,O,X,O,O,L,O,O,O,O,L,O,O,X,O,O,O,L,O,X,O,O,X,O,O,X,O,L,O,O,O,L,O,X,O,O,O,O,L,X,O,O,X,O,O,L,O,O,O,O,O,O,O,L,O,L,O,X,O,L,L,L,O,X,O,X,L,O,L,O,O,X,L,O,X,O,L,X,O,L,O,L,O,O,X,O,O,O,X,O,O,L,L,O,O,X,O,X,O,O,X,L,O,X,O,O,O,X,O,X,O,O,O,L,O,O,O,O,X,O,O,O,O,O,O,O,O,O,L,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,O,O,L,O,O,O,O,O,L,X,O,O,L,O,O,O,L,O,L,O,O,L,X,O,O,O,O,L,X,O,L,O,O,O,O,O,O,O,O,O,O,L,O,O,O,O,O,L,L,O,O,O,X,O,O,X,O,X,L,X,O,O,X,O,L,X,O,O,O,O,O,O,O,O,L,L,X,O,L,L,O,L,O,O,L,O,O,O,L,O,O,O,O,L,X,O,O,L,X,X,X,O,O,O,O,O,O,O,O,O,O,X,L,L,O,L,O,O,L,X,O,O,O,O,O,O,O,O,O,X,L,O,O,O,O,O,O,O,X,O,X,O,O,O,X,L,O,O,X,L,O,O,X,O,O,O,X,O,L,O,O,O,O,L,O,L,O,O,X,O,L,O,O,X,O,X,O,O,O,X,O,O,L,O,O,O,L,O,O,X,O,O,X,O,O,O,O,O,O,O,O,L,O,O,X,L,L,X,O,O,O,L,X,L,O,O,O,O,
O,O,L,O,X,O,O,X,O,O,O,L,L,X,O,O,O,O,X,X,O,L,L,L,O,X,X,O,O,O,X,O,L,L,O,L,L,O,X,O,O,X,O,O,X,O,O,O,L,O,L,O,L,O,L,L,O,O,O,L,O,X,L,X,O,O,O,X,L,L,L,X,O,O,O,X,O,O,O,O,L,O,O,X,O,O,O,O,O,X,L,X,X,X,O,O,O,O,O,O,L,L,O,O,X,X,O,X,O,O,O,X,O,X,O,X,O,X,L,O,O,O,O,O,O,O,O,O,X,O,O,O,O,L,O,O,O,O,L,L,O,O,O,O,O,L,O,L,O,O,L,X,X,O,O,O,O,L,O,O,O,X,O,O,O,O,O,O,X,L,X,O,X,O,O,L,X,O,O,O,O,O,X,O,O,O,L,O,O,O,O,O,O,O,O,X,O,O,L,X,O,O,O,O,X,O,O,X,O,L,X,O,L,O,O,O,O,O,O,O,L,O,O,O,X,O,O,L,X,O,O,X,L,L,L,O,O,O,L,X,O,O,O,X,O,O,O,O,O,X,O,X,L,O,O,O,O,O,O,X,L,O,O,O,O,O,O,O,L,O,O,O,L,O,L,X,O,O,O,O,O,L,L,X,O,O,O,L,X,L,O,O,L,X,O,X,O,L,X,O,X,X,X,O,L,O,L,O,O,O,L,O,O,O,X,O,O,O,X,O,X,X,O,O,O,O,L,O,O,O,O,O,O,O,L,O,O,X,L,X,O,O,O,O,O,O,O,O,O,X,O,O,O,X,X,O,O,O,O,O,O,O,X,O,O,O,L,O,X,O,O,O,X,O,X,O,O,X,L,O,O,O,O,O,O,L,L,O,O,X,L,O,O,O,O,O,L,X,X,L,O,O,O,O,L,X,O,O,O,X,O,O,O,O,O,O,O,O,X,L,L,O,O,O,L,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,L,L,O,L,O,O,O,O,O,O,O,L,O,L,O,O,O,L,O,X,O,L,O,O,X,O,O,X,X,O,O,O,O,O,O,L,O,O,O,O,O,X,X,O,O,X,L,X,L,O,O,L,O,O,O,X,O,O,O,
